[2021-07-02 04:31:09]: Dan.XD | 64238206 | 217.241.133.189 | 3656484285 | 255E2278A465D555 | 2692627528763692373 : was detected for Ang-NAME_Spoof
[2022-01-03 20:16:12]: 420 | 124347543 | 109.130.242.254 | 1837298430 | 2245C05C29D8F9 | 9646841690446073 : was detected for Ang-NAME_Spoof
[2022-01-03 23:30:53]: -*-*TWIX-*-* | 123 | 185.19.6.58 | 3105031738 | BF1CE07C644AA72 | 860695536590957170 : was detected for Ang-NAME_Spoof
[2022-01-03 23:48:00]: 420 | 124347543 | 109.130.242.254 | 1837298430 | 2245C05C29D8F9 | 9646841690446073 : was detected for Ang-NAME_Spoof
[2022-01-03 23:48:00]: 420 | 124347543 | 109.130.242.254 | 1837298430 | 2245C05C29D8F9 | 9646841690446073 : was detected for Ang-NAME_Spoof
[2022-01-03 23:56:06]: ~b~Cherax.vip | 72409484 | 109.88.98.126 | 1834508926 | BF3893F2770D4C20 | -4667818344180790240 : was detected for Ang-NAME_Spoof
[2022-01-03 23:56:06]: ~r~Cherax.vip | 89482276 | 91.179.207.158 | 1538510750 | 97C27522D230FBE8 | -7511312436084802584 : was detected for Ang-NAME_Spoof
[2022-01-03 23:56:06]: ~b~Cherax.vip | 72409484 | 109.88.98.126 | 1834508926 | BF3893F2770D4C20 | -4667818344180790240 : was detected for Ang-NAME_Spoof
[2022-01-03 23:56:06]: ~b~Cherax.vip | 203064880 | 80.201.37.186 | 1355359674 | 73B1235A192CB12E | 8336483255115886894 : was detected for Ang-NAME_Spoof
[2022-01-03 23:56:06]: ~p~Cherax.vip | 94060239 | 79.205.174.13 | 1338879501 | 59F0E6A54F5C58E4 | 6480933461461588196 : was detected for Ang-NAME_Spoof
[2022-01-04 01:16:37]: Crazy | 1892565511 | 107.13.35.217 | 1796023257 | 55CD5700237E636D | 6182693521556661101 : was detected for Ang-NAME_Spoof
[2022-01-04 01:16:38]: Crazy | 1892565511 | 107.13.35.217 | 1796023257 | 55CD5700237E636D | 6182693521556661101 : was detected for Ang-NAME_Spoof
[2022-01-04 01:23:01]: Crazy | 1892565511 | 107.13.35.217 | 1796023257 | 55CD5700237E636D | 6182693521556661101 : was detected for Ang-NAME_Spoof
[2022-01-04 01:23:02]: Crazy | 1892565511 | 107.13.35.217 | 1796023257 | 55CD5700237E636D | 6182693521556661101 : was detected for Ang-NAME_Spoof
[2022-01-04 03:13:09]: Cock | 1766081059 | 255.255.255.255 | 4294967295 | D3E1043E2919B3CF | -3179255196922825777 : was detected for Ang-NAME_Spoof
[2022-01-04 07:12:10]: kjhdFG' | 395360969 | 46.125.249.110 | 780007790 | 61BFB4CF59EC2A4C | 7043547144890624588 : was detected for Ang-NAME_Spoof
